Station_Name,Station_Id_C,Lat,Lon,Alti,Year,Mon,Day,Hour,TEM,DPT,RHU,PRE_1h,WIN_D_INST,WIN_S_INST,GST
五指山,59941,18.7667,109.5167,328.5,2020,9,1,13,25,24,94,0,94,1.2,25
保靖,57642,28.6808,109.6481,438.1,2020,9,1,13,27.1,21.6,72,0,325,0.5,28.9
石棉,56378,29.2333,102.35,890.7,2020,9,1,13,28.5,18,53,0,93,3.8,25.1
防城,59631,21.7833,108.35,32.4,2020,9,1,13,30.3,26.7,81,0,264,0.7,30.2
嘉禾,57974,25.5814,112.3653,214.5,2020,9,1,13,29.8,20.4,57,0,311,0.3,29.5
苍南,58755,27.495,120.3875,118.7,2020,9,1,13,30.8,20.7,55,0,355,2.3,27.4
会东,56675,26.65,102.5833,1694.5,2020,9,1,13,19.4,16.1,81,0,262,0.6,20.1
韶山,57771,27.9275,112.53,88.3,2020,9,1,13,27.2,22.2,74,0,334,1.3,29
闽清,58839,26.22,118.8628,149,2020,9,1,13,26.9,23.6,82,0,141,4.2,27.2
浮梁,58524,29.3667,117.2167,87.3,2020,9,1,13,26,24.8,93,0,298,2.3,26.4
怀集,59270,23.9397,112.1903,107.2,2020,9,1,13,28,24.8,83,0,89,3.1,28.3
歙县,58530,29.8667,118.4333,168.7,2020,9,1,13,23.8,22.4,92,0,233,0.5,25.9
富民,56772,25.2333,102.5,1692.7001,2020,9,1,13,18.8,14.5,76,0,136,0.3,17.4
永泰,58932,25.8667,118.9333,85.6,2020,9,1,13,30.1,24.3,71,0,343,1.4,28.8
田东,59224,23.6,107.1167,111.2,2020,9,1,13,30.3,22.7,64,0,94,2.5,31.2
凭祥,59419,22.0667,106.7333,348.7,2020,9,1,13,27.3,22,73,0,143,3.1,25.8
屯昌,59854,19.3667,110.1,118.3,2020,9,1,13,26.3,24.7,91,0,999017,0,27.8
阳山,59075,24.4731,112.6319,70.5,2020,9,1,13,30.9,22.7,62,0,107,0.7,30.9
宁南,56578,27.0667,102.75,993.6,2020,9,1,13,26,18.7,64,0,205,0.8,26
锦屏,57844,26.5139,109.2556,476.2,2020,9,1,13,24.9,19.1,70,0,32,1.2,25.6
邵武,58725,27.3333,117.4667,218,2020,9,1,13,27.6,23.6,79,0,261,2.6,27.2
赤壁,57582,29.72,113.8667,46.9,2020,9,1,13,29.4,23.1,69,0,326,0.7,28
罗甸,57916,25.4286,106.7636,450.3,2020,9,1,13,26.4,19.8,67,0,110,1.1,27.8
正安,57625,28.5364,107.4583,816.4,2020,9,1,13,24.4,20.7,80,0,3,1.6,28.3
白沙,59848,19.2333,109.4333,215.6,2020,9,1,13,25.9,24.7,93,0.6,219,0.8,30.4
长泰,59122,24.6167,117.75,43,2020,9,1,13,29.3,24.2,74,0,346,1.6,28.5
黟县,58523,29.9333,117.9333,227.5,2020,9,1,13,23.3,22.6,96,0,158,1.2,24.9
资源,57859,26.0333,110.6333,408.4,2020,9,1,13,23.8,20.7,83,0,122,1.1,23.4
泸西,56886,24.5333,103.7667,1704.3,2020,9,1,13,19.3,16.2,82,0,999017,0,19.8
象州,59241,23.9833,109.7,124.3,2020,9,1,13,29.1,22.6,68,0,298,0.8,28.2
天等,59227,23.1167,107.1333,454.2,2020,9,1,13,27.9,18.3,56,0,8,1.1,27.3
永安,58921,25.9458,117.3678,257.8,2020,9,1,13,26.2,23.3,84,0,349,1.1,29.6
马边,56480,28.8167,103.5333,564.1,2020,9,1,13,24.9,21.4,81,0,205,1,24.1
黔西,57803,27.0164,106.0178,1322,2020,9,1,13,25.4,16,56,0,47,2.7,25.3
西昌,56571,27.9,102.2667,1590.9,2020,9,1,13,23.9,15.1,58,0,343,2.3,22.6
电白,59664,21.5458,110.9886,31.8,2020,9,1,13,26.6,25.9,96,0,40,1.4,26.1
龙游南,58547,29.0403,119.1947,66.2,2020,9,1,13,26.3,24.5,90,0.9,192,3.1,27.7
温岭,58664,28.3667,121.3667,35.3,2020,9,1,13,30.2,22.9,65,0,3,4.6,29
田阳,59213,23.75,106.95,133,2020,9,1,13,31.8,23.1,60,0,293,3,31.1
黔江,57536,29.5167,108.7667,786.9,2020,9,1,13,24.3,20.2,78,0,37,0.7,24.8
辰溪,57658,28,110.2,152.8,2020,9,1,13,29.2,23.9,73,0,71,1.2,30.1
武宁,58507,29.25,115.1167,116,2020,9,1,13,29.1,21.1,62,0,225,2.2,27.6
博白,59449,22.3,109.9833,85.9,2020,9,1,13,29.6,24.5,74,0,244,1.2,30.3
高安,58605,28.4167,115.3833,46.8,2020,9,1,13,30.2,24.4,71,0,81,3.2,30.7
铅山,58629,28.2833,117.7,100.3,2020,9,1,13,27.2,21.9,73,0,242,4.1,28.9
海丰,59500,23.0181,115.3125,45.6,2020,9,1,13,25.8,25.1,96,0,100,3.6,28
寻乌,59102,24.95,115.65,303.9,2020,9,1,13,26.8,23.7,83,0,348,0.7,26.5
博罗,59297,23.1786,114.2564,50.2,2020,9,1,13,27.4,23.2,78,0,337,1.2,30.2
隆回,57767,27.1264,111.0064,308.4,2020,9,1,13,27.5,21.1,68,0,346,1.1,27.1
武宣,59246,23.6,109.6667,70,2020,9,1,13,29.5,24.4,74,0,85,1.2,30.8
湖口,58510,29.6833,116.2167,35.2,2020,9,1,13,28.1,21.9,69,0,331,7.1,28
龙川,59107,24.1142,115.2758,179.6,2020,9,1,13,26.3,24.7,91,0,263,0.9,26.1
连城,58912,25.7167,116.7333,404,2020,9,1,13,25.5,23.7,90,0,999017,0.2,26.3
文成,58750,27.7833,120.0833,105.4,2020,9,1,13,27.6,22.1,72,0,352,1,26.1
长寿,57520,29.8333,107.0667,377.6,2020,9,1,13,29.2,21.2,62,0,56,2.2,28.5
昭觉,56479,28,102.85,2132.4001,2020,9,1,13,19.6,16.6,83,0,28,1.1,21.1
平和,59125,24.3833,117.3,108.5,2020,9,1,13,25.7,23.9,90,0,48,1.3,26.1
安义,58602,28.85,115.55,40.7,2020,9,1,13,27.3,24,82,0,79,1.7,28.2
龙山,57544,29.4581,109.4433,488.7,2020,9,1,13,28.3,21.6,67,0,999017,0.1,29.5
广宁,59271,23.6372,112.4242,92.7,2020,9,1,13,26.5,23.3,83,0,314,1.1,26.1
汕头,59316,23.3853,116.6792,2.3,2020,9,1,13,31.3,24.4,67,0,302,2.6,31.5
桂林,57957,25.3167,110.3,164.4,2020,9,1,13,31.1,20.4,53,0,357,2.1,29.8
宜丰,57696,28.3833,114.7667,91.7,2020,9,1,13,27.5,25.3,88,0,346,1.5,26.6
上饶,58637,28.45,117.9833,118.2,2020,9,1,13,26.2,24.1,88,0,193,2.8,28.1
丽水,58646,28.4667,119.9333,59.7,2020,9,1,13,29.9,22.6,65,0,71,5.9,28.7
宁德,58846,26.6667,119.5167,32.4,2020,9,1,13,29.3,21.8,64,0,54,3.2,27.7
衡阳县,57871,26.9742,112.3669,90.8,2020,9,1,13,29.4,21.9,64,0,30,3.4,28.9
砚山,56991,23.6036,104.3378,1561.1,2020,9,1,13,22.3,17.2,73,0,204,2.6,23.2
江山,58632,28.7167,118.6,126.3,2020,9,1,13,28,22.9,74,0,212,3.6,30.2
靖州,57841,26.5617,109.6733,320.3,2020,9,1,13,26,20.3,71,0,344,1.1,24.9
涠洲岛,59647,21.0333,109.1,55.2,2020,9,1,13,30,29.8,99,0,999017,0.2,32.1
宾阳,59238,23.25,108.8333,127.7,2020,9,1,13,31,23.4,64,0,152,1.4,28.9
临湘,57585,29.4811,113.4478,60.4,2020,9,1,13,27.5,22.2,73,0,39,0.8,28.1
河源,59293,23.7936,114.7297,71.1,2020,9,1,13,28.2,24.2,79,0,275,1.2,29.8
新会,59476,22.5319,113.0347,36.3,2020,9,1,13,24.3,24.2,100,13.4,232,2.5,25.6
兴宁,59109,24.1678,115.7156,123.6,2020,9,1,13,27,25.9,94,0,97,1.1,27.4
兴国,58804,26.2833,115.35,184,2020,9,1,13,27.4,23.6,80,0,137,1.5,28.3
河口,56989,22.5,103.95,137.8,2020,9,1,13,28.4,25.2,83,0,8,1.4,28.8
浏阳,57688,28.1561,113.6306,101.1,2020,9,1,13,29.6,20.7,59,0,48,3.7,28.9
梅县,59117,24.2811,116.0692,116,2020,9,1,13,27.3,25.1,88,0,190,2.9,26.7
弋阳,58624,28.3833,117.45,70,2020,9,1,13,27.1,23.4,80,0,294,0.7,27.8
雷波,56485,28.2667,103.5833,1255.8,2020,9,1,13,22.1,17.5,75,0,90,1.1,22.7
赣州,57993,25.8667,115.0167,137.5,2020,9,1,13,29.9,24.3,72,0,62,1.9,29.1
峨眉山,56385,29.5214,103.3356,3069.9001,2020,9,1,13,11.3,11.3,100,0,90,1.5,14.8
龙海,59127,24.4333,117.8333,32.1,2020,9,1,13,30.3,25.1,74,0,214,1.8,30.1
融水,57948,25.1167,109.25,238.3,2020,9,1,13,28.8,19.4,57,0,79,1.4,26.4
永顺,57643,29.0078,109.8383,268.2,2020,9,1,13,26.5,22.8,80,0,265,2,28.5
建宁,58822,26.8333,116.85,342.3,2020,9,1,13,26.1,23,83,0,164,0.8,26.6
绥阳,57720,27.9614,107.1811,889.3,2020,9,1,13,25.4,20,72,0,25,0.8,26.4
镇雄,56595,27.4142,104.8736,1645.2001,2020,9,1,13,21.4,19.1,87,0,132,2.3,22
岑巩,57735,27.185,108.8236,423,2020,9,1,13,27.6,19.7,62,0,358,1.1,27.5
祁门,58520,29.8678,117.6922,191,2020,9,1,13,24.2,22.8,92,0,65,1.3,26.5
永丰,58705,27.3333,115.4167,85.7,2020,9,1,13,28.3,26.1,88,0,62,1.4,29.1
大新,59421,22.8667,107.1667,278.3,2020,9,1,13,26.9,21.7,73,0,301,1.7,27.9
屏边,56986,22.9833,103.6833,1414.1,2020,9,1,13,21.6,17,75,0,198,2.2,20.5
瑞安,58752,27.7914,120.6503,37.6,2020,9,1,13,31.8,21.9,56,0,3,4.3,29.1
秀屿,58938,25.2747,119.105,65.3,2020,9,1,13,29.7,25.2,77,0,191,1.5,29.7
安福,57798,27.3833,114.6,85.9,2020,9,1,13,30.1,22.8,65,0,107,1.6,31
东山,59321,23.7833,117.5,53.3,2020,9,1,13,30.1,26.3,80,0,247,4.1,29.3
同安,59130,24.7728,118.1775,45.6,2020,9,1,13,29.1,25.5,81,0,51,1.5,30.2
保亭,59945,18.65,109.7,68.6,2020,9,1,13,26.3,25.4,95,0,193,0.3,27.2
蒙山,59058,24.2,110.5167,181.9,2020,9,1,13,27.3,22.5,75,0,315,2.3,27
柘荣,58749,27.2333,119.8833,684.1,2020,9,1,13,26.1,18.5,63,0,14,1.6,23
瑞昌,58503,29.7,115.6667,41.2,2020,9,1,13,27.5,23.7,80,0,82,0.4,28
汉寿,57663,28.9203,111.9583,31.9,2020,9,1,13,29.3,21,61,0,29,2,28.7
东莞,59289,22.9661,113.7389,56,2020,9,1,13,29.7,24.3,73,0,142,2.9,29.5
仁怀,57710,27.8,106.4,890.3,2020,9,1,13,29.5,17.7,49,0,128,0.7,29.2
盘州,56793,25.7506,104.5281,2125.9001,2020,9,1,13,18.8,15.1,79,0,135,3.3,18.1
呈贡,56882,24.9086,102.8258,1976.6,2020,9,1,13,20.3,14.9,71,0,237,1.7,17.1
珠海,59488,22.275,113.5669,51.4,2020,9,1,13,27.1,24.5,86,0,260,5.9,27.3
喜德,56478,28.3,102.4333,1818.1,2020,9,1,13,21.1,17.7,81,0,71,1.6,19.9
巧家,56673,26.9181,102.9267,893.9,2020,9,1,13,29.5,20.4,58,0,321,0.9,25.8
武定,56774,25.5008,102.4233,1799.1,2020,9,1,13,19.4,16.1,81,0,11,2.3,19.9
琼中,59849,19.0353,109.8419,300.8,2020,9,1,13,24.4,23.9,97,0,202,1.4,26.4
芦溪,57794,27.6333,114.0167,177.2,2020,9,1,13,29.3,22.3,66,0,213,2.1,29
丘北,56889,24.0442,104.1828,1518.7001,2020,9,1,13,22.8,17,70,0,184,0.7,19.7
平潭,58944,25.5167,119.7833,32.4,2020,9,1,13,29.2,25.4,80,0,242,2.5,30.2
象山,58566,29.3833,121.9167,4.5,2020,9,1,13,28.2,24.8,82,0.2,336,5,26.9
深圳,59493,22.5417,114.0033,63,2020,9,1,13,27.4,24.2,83,0,216,1.3,27
马关,56995,23.0186,104.3992,1332.9,2020,9,1,13,22.5,19.3,82,0,42,1.5,21.8
印江,57732,28.0114,108.3983,521.5,2020,9,1,13,28.4,21.2,65,0,999017,0,28.5
天台,58559,29.15,120.9667,107.6,2020,9,1,13,26.5,23.6,84,0,330,5.7,24.9
黎川,58719,27.3,116.9167,131.1,2020,9,1,13,27.5,23.5,79,0,303,1.3,28.1
乐东,59940,18.7494,109.1639,155,2020,9,1,13,26.6,25.7,95,1.2,338,0.6,29.1
甘洛,56473,28.95,102.7667,1060.3,2020,9,1,13,26.4,17.2,57,0,31,6.4,23.2
临桂,57954,25.2333,110.15,222.5,2020,9,1,13,30.5,21.3,58,0,8,3.2,28.3
平南,59255,23.55,110.4167,83,2020,9,1,13,29.1,23.1,70,0,354,3,28.8
东乡,58618,28.2667,116.6,82.4,2020,9,1,13,27.4,25.2,88,0,0,0.6,27.8
武夷山,58730,27.7667,118.0333,222.1,2020,9,1,13,28.5,21.8,67,0,238,2.8,28.5
渝北,57513,29.7333,106.6333,464.7,2020,9,1,13,26.3,20.6,71,0,309,2.4,27
灵山,59446,22.4167,109.3,66.6,2020,9,1,13,29.6,25.4,78,0,130,1.5,30.7
始兴,59090,24.9611,114.0467,143.9,2020,9,1,13,25.7,24.4,93,0,23,1,26.2
江口,57736,27.7161,108.8492,493.7,2020,9,1,13,26.6,21.6,74,0,223,0.5,26.1
高县,56592,28.4406,104.5036,378.1,2020,9,1,13,27.5,21.5,70,0,349,2.6,27.4
彭水,57537,29.3,108.1667,322.2,2020,9,1,13,25.1,22.8,87,0,28,0.9,26
屯溪,58531,29.7167,118.2833,142.7,2020,9,1,13,24.2,22.6,91,0,155,1.7,24.8
德兴,58622,28.95,117.5833,88.5,2020,9,1,13,25.8,25.8,100,0,101,0.8,25.7
三水,59279,23.1969,112.8767,24,2020,9,1,13,28.2,27.1,94,0,271,1,29.4
蓝山,57975,25.3833,112.2,277,2020,9,1,13,28.9,20.6,61,0,241,0.8,28.6
政和,58736,27.3767,118.8247,262.4,2020,9,1,13,27.3,22.5,75,0,999017,0,27.8
崇仁,58710,27.7667,116.05,78.6,2020,9,1,13,27.3,27.1,99,0,253,0.6,27.4
乐业,59012,24.7833,106.55,972.1,2020,9,1,13,23.9,17.2,66,0,31,1.4,23.5
安乡,57577,29.41,112.2047,33.6,2020,9,1,13,27.6,21.9,71,0,999017,0,27
东兰,59025,24.5333,107.3833,248.8,2020,9,1,13,27.5,21.5,70,0,198,1.1,27.1
丰都,57523,29.9006,107.7594,393.5,2020,9,1,13,29.6,21.5,62,0,191,1.7,29.8
那坡,59209,23.4167,105.8167,855.8,2020,9,1,13,22,19.6,86,0,289,1,21.7
大足,57502,29.7108,105.6931,541,2020,9,1,13,24.4,20.3,78,0,349,4.6,24.3
永嘉,58658,28.15,120.6833,34.3,2020,9,1,13,30,23,66,0,280,1.1,27.3
厦门,59134,24.4833,118.0667,139.4,2020,9,1,13,30.5,24.2,69,0,287,1.5,31.7
南岳,57776,27.2961,112.6936,1265.9,2020,9,1,13,18.9,18.9,100,0,3,6.3,19.7
镇宁,57809,26.0667,105.75,1251,2020,9,1,13,25.1,18.5,67,0,156,2.7,26
贵溪,58626,28.3167,117.2333,60.8,2020,9,1,13,27.9,24.3,81,0,189,0.4,27.8
咸宁,57590,29.8514,114.3669,98.8,2020,9,1,13,27.6,21.6,70,0,248,1.8,27.1
百色,59211,23.9,106.6,174.7,2020,9,1,13,28.2,21.2,66,0,323,1.2,28.8
都安,59037,23.9333,108.1,170.8,2020,9,1,13,31.5,18.5,46,0,3,1.4,29.3
四会,59276,23.3442,112.6439,40.1,2020,9,1,13,28.7,25.9,85,0,271,2.2,27.9
防城港,59635,21.6667,108.4,49.3,2020,9,1,13,30.5,26.9,81,0,270,2.1,29.5
茂名,59659,21.7494,110.9122,33.5,2020,9,1,13,27.4,26.1,93,0,54,1.4,27.9
连江,58848,26.2,119.55,13.4,2020,9,1,13,29.7,23.2,68,0,326,4.7,29.4
贵阳,57816,26.5897,106.7275,1227.3,2020,9,1,13,25.1,15.7,56,0,104,3.3,25.4
寿宁,58744,27.455,119.5022,845.2,2020,9,1,13,24,19.3,75,0,273,2.7,22.1
北仑,58563,29.8833,121.8333,5,2020,9,1,13,28.7,25.3,82,0,339,4.9,27.3
红河,56975,23.3667,102.4333,974.5,2020,9,1,13,26,18.7,64,0,76,1.7,25.8
桂平,59254,23.3333,110.0333,130.3,2020,9,1,13,27.9,22.6,73,0,354,8.5,28.1
册亨,57909,24.9833,105.8167,584.8,2020,9,1,13,25.7,20.9,75,0,144,1.4,26
万安,57895,26.4667,114.7833,101.6,2020,9,1,13,28.9,23.8,74,0,999017,0.1,30.7
汝城,57985,25.5144,113.6819,645.6,2020,9,1,13,25.5,21.8,80,0,24,1,23.8
桂阳,57973,25.7494,112.7247,329.1,2020,9,1,13,30.5,17.6,46,0,11,3.6,27.6
米易,56670,26.9167,102.1167,1136.9,2020,9,1,13,24,18,69,0,127,0.6,22.5
衡山,57777,27.2581,112.8372,159.1,2020,9,1,13,28.5,22.7,71,0,342,8.1,27.8
息烽,57718,27.1042,106.7225,1112.3,2020,9,1,13,25.8,16.6,57,0,49,3.5,24
广丰,58635,28.45,118.2,150,2020,9,1,13,26.4,24.3,88,0,338,1.3,26.2
三清山,58639,28.85,118.0167,237,2020,9,1,13,24.5,22.9,91,0,224,1.3,25.1
长宁,56593,28.595,104.9456,418,2020,9,1,13,26.6,22,76,0,315,2,25.4
霞浦,58843,26.8833,120.0167,56.8,2020,9,1,13,29.4,23.1,69,0,289,3.4,28.8
宣威,56697,26.2167,104.0833,1984.2001,2020,9,1,13,20.4,14.7,70,0,346,0.9,18.4
松桃,57647,28.1603,109.195,406.1,2020,9,1,13,28.3,21.3,66,0,114,1,27.5
赫章,56598,27.0919,104.69,1629.6,2020,9,1,13,22,15.6,67,0,187,4.5,22.5
武冈,57853,26.7333,110.6333,341,2020,9,1,13,29.7,18.8,52,0,101,0.9,29.5
扶绥,59426,22.6167,107.9167,146.1,2020,9,1,13,32.2,22.3,56,0,999017,0,29.9
常宁,57874,26.4086,112.3942,116.6,2020,9,1,13,31.2,19.2,49,0,2,3.4,29.9
绥宁,57846,26.5833,110.15,310.3,2020,9,1,13,26.3,20.2,69,0,89,0.7,25.7
阳新,58500,29.9,115.2167,57,2020,9,1,13,28.2,21.5,67,0,224,3,28.9
泰宁,58820,26.9,117.1667,342.9,2020,9,1,13,27.4,23.8,81,0,90,0.3,28.6
福鼎,58754,27.3333,120.2,36.2,2020,9,1,13,30,21.7,61,0,9,1.8,27.7
泸县,57508,29.15,105.3667,301,2020,9,1,13,26.5,21.7,75,0,360,2.1,25.5
吉安县,57799,27.05,114.9167,71.2,2020,9,1,13,30.8,24.5,69,0,105,2.5,31.4
湛江,59658,21.1547,110.3022,53.4,2020,9,1,13,26.9,23.5,82,0,999017,0,29.1
咸丰,57540,29.6844,109.1436,776.9,2020,9,1,13,23.3,21.4,89,0,43,1,24.2
全南,59091,24.75,114.5167,277.1,2020,9,1,13,25.1,22.8,87,0,211,0.9,26
钦州,59632,21.9833,108.6,49.2,2020,9,1,13,31.5,23.1,61,0,28,2.5,31.5
松溪,58735,27.5167,118.75,260.2,2020,9,1,13,28.3,23,73,0,205,1,27.6
义乌,58557,29.3333,120.0833,90,2020,9,1,13,26.3,23,82,0.9,13,2.8,25.1
金沙,57596,29.6347,114.2053,751.6,2020,9,1,13,22.6,19.2,81,0,321,2.4,22.9
大关,56582,27.7475,103.8928,1176.2001,2020,9,1,13,23.8,19.9,79,0,34,2.1,25.3
寻甸,56781,25.5203,103.2667,1865.8,2020,9,1,13,19.1,15,77,0,358,0.3,20.1
贞丰,57905,25.4025,105.6125,1184.9,2020,9,1,13,24,18,69,0,999017,0,23.9
綦江,57612,29,106.65,474.7,2020,9,1,13,28.8,20.8,62,0,281,4.9,29.2
金平,56987,22.7833,103.2333,1260,2020,9,1,13,21.8,18.2,80,0,98,0.7,21
怀化,57749,27.5653,110.0036,257.8,2020,9,1,13,28.1,22.6,72,0,106,1.4,29.2
蕉岭,59114,24.6453,116.17,135.7,2020,9,1,13,27.6,25,86,0,227,0.9,27.6
荣县,56394,29.45,104.4333,384.1,2020,9,1,13,25.2,21.3,79,0,999017,0.2,26
将乐,58821,26.7147,117.4883,286.9,2020,9,1,13,25.1,24.4,96,0,158,1,25.9
仁化,57989,25.0589,113.7631,112.7,2020,9,1,13,27.3,24.7,86,0,64,1.7,30.5
澄江,56873,24.6783,102.9231,1796.3,2020,9,1,13,19.3,15.6,79,0,47,0.4,20.1
威信,56596,27.8517,105.0544,1217.7001,2020,9,1,13,22.2,20.1,88,0,34,3.5,25.5
上高,57699,28.2333,114.9667,93.4,2020,9,1,13,28.5,23.6,75,0,74,0.4,30.3
祁阳,57868,26.5947,111.8572,113.2,2020,9,1,13,31.2,19.9,51,0,49,2.9,30.1
龙圩,59266,23.3833,111.25,77.7,2020,9,1,13,30,23,66,0,127,2.8,30.3
新田,57971,25.9114,112.2067,224.2,2020,9,1,13,28.7,19.1,56,0,32,2.2,28
石林,56881,24.7503,103.2636,1695.8,2020,9,1,13,20.8,16,74,0,188,2.1,21.8
平塘,57921,25.8461,107.3456,821.2,2020,9,1,13,24.4,19.2,73,0,89,1.2,26.6
泰和,57899,26.8167,114.8833,103.4,2020,9,1,13,29,24.3,76,0,62,1.3,29.8
石城,58814,26.35,116.35,280.2,2020,9,1,13,24.5,23.6,95,0,262,1.5,25.2
安化,57669,28.3833,111.2167,128.3,2020,9,1,13,26.4,23.1,82,0,349,1.7,27.2
安顺,57806,26.25,105.9,1431.1,2020,9,1,13,24.6,17.3,64,0,171,3.4,21.3
石门,57562,29.5833,111.3633,116.9,2020,9,1,13,27.7,22.4,73,0,999017,0,29.1
福泉,57821,26.7031,107.5044,924.8,2020,9,1,13,25.3,18.3,65,0,350,1.4,26.8
麻栗坡,56996,23.1258,104.7014,1093.4,2020,9,1,13,24.4,20.5,79,0,169,1,27.2
望谟,57906,25.1833,106.0833,566.8,2020,9,1,13,26.8,21.6,73,0,26,3.1,26.7
修文,57811,26.8383,106.6,1296.8,2020,9,1,13,23.9,16.2,62,0,81,1.7,22.2
漳平,58926,25.3,117.4167,205.3,2020,9,1,13,27.7,21,67,0,169,3.6,27.6
莲花,57789,27.1333,113.95,194.5,2020,9,1,13,29.7,19.7,55,0,335,1.5,30.7
定南,59093,24.7833,115.0333,253,2020,9,1,13,27.3,24.6,85,0,215,0.9,26.6
崇阳,57586,29.54,114.0386,78.5,2020,9,1,13,28.9,21.4,64,0,172,1.9,29.8
永修,58509,29.05,115.8167,36.6,2020,9,1,13,27.3,24.8,86,0,311,1.4,26.1
衡东,57778,27.0914,112.9464,70.3,2020,9,1,13,30.1,21.2,59,0,353,3.8,31.2
东兴,59626,21.5667,107.95,56.8,2020,9,1,13,28.5,27.1,92,0,326,1.9,29.9
灌阳,57964,25.4833,111.15,263.1,2020,9,1,13,26.5,18.9,63,0,281,0.8,28.6
浦江,58546,29.4667,119.8833,115.8,2020,9,1,13,26.6,23.3,82,0,287,1,27
玉山,58634,28.6833,118.25,116.3,2020,9,1,13,26.2,22.9,82,0,231,1.9,25.9
宜良,56880,24.8922,103.1356,1639.5,2020,9,1,13,21.6,14.3,63,0,173,2.6,20
衢州,58633,29,118.9,82.4,2020,9,1,13,25.3,23.9,92,7.7,131,2.4,28.8
上栗,57783,27.8833,113.8167,118.6,2020,9,1,13,29.5,20.9,60,0,326,1,29.6
夹江,56382,29.7533,103.5522,475,2020,9,1,13,25.1,20.6,76,0,334,1.7,24.1
紫金,59304,23.6286,115.1761,176.6,2020,9,1,13,26.8,23,80,0,265,1.2,28.2
新丰,59097,24.0408,114.2139,269.3,2020,9,1,13,25.1,24.4,96,0,152,2.1,25.4
水城,56693,26.5833,104.8667,1815.9,2020,9,1,13,18.3,16.5,89,0,999017,0,19.1
永川,57506,29.3667,105.9,353,2020,9,1,13,28.1,20.1,62,0,9,4.9,28.4
环江,59031,24.8167,108.2667,342.3,2020,9,1,13,29.8,20.4,57,0,128,5.9,28.8
峨边,56387,29.2281,103.2614,642.2,2020,9,1,13,23.9,23.7,99,0,312,0.6,24.7
镇海,58561,29.9833,121.6,4,2020,9,1,13,28.2,24.8,82,0,5,3.2,27.1
会昌,58906,25.6,115.8,167.4,2020,9,1,13,25.8,24.2,91,0,276,2,25.4
荣昌,57505,29.4167,105.5833,338,2020,9,1,13,26.5,21.5,74,0,351,2.3,24.8
盐津,56497,28.1092,104.2425,448.8,2020,9,1,13,25.4,23.3,88,0.1,183,1.1,25.2
文山,56994,23.3322,104.2767,1293.5,2020,9,1,13,24.3,19.4,74,0,147,1,23.7
大陈,58666,28.45,121.9,86.2,2020,9,1,13,28.3,23.7,76,0,353,14.9,27.7
鲁甸,56585,27.1931,103.5564,1952.2001,2020,9,1,13,20.7,16.7,78,0,68,2.3,21.4
安溪,58929,25.0667,118.2,130.6,2020,9,1,13,29.8,24,71,0,28,2.3,27
瑞金,58903,25.9167,116.0167,289.8,2020,9,1,13,26.3,23.4,84,0,318,3.2,24.8
开远,56982,23.7172,103.285,1195.5,2020,9,1,13,23.1,17.8,72,0,164,0.5,21.5
通城,57589,29.2739,113.8786,146.2,2020,9,1,13,26.7,21.2,72,0,139,0.7,26.9
松阳,58645,28.4269,119.4808,152.2,2020,9,1,13,28.5,21.3,65,0,286,1.1,29.9
英德,59088,24.1906,113.4133,74.4,2020,9,1,13,28.1,26.2,90,0,238,1.3,28
明溪,58824,26.4,117.15,357.4,2020,9,1,13,27.5,23.3,78,0,250,2,29.2
井冈山,57894,26.5833,114.1667,843,2020,9,1,13,23.4,18.7,75,0,298,2.3,22.6
奉新,58601,28.7167,115.35,80.4,2020,9,1,13,27.5,23.7,80,0,45,1.6,28.3
柳州,59046,24.3667,109.4667,306,2020,9,1,13,30.9,20.2,53,0,71,3.8,29.5
开平,59475,22.4036,112.6517,29.3,2020,9,1,13,27.4,24.2,83,0,108,6.1,27.8
顺昌,58823,26.8,117.8,175.2,2020,9,1,13,26.4,24.1,87,0,287,1.5,27.4
华容,57575,29.5364,112.5981,49.5,2020,9,1,13,27.7,20.3,64,0,17,3.3,26.7
樟树,58608,27.9833,115.55,66.2,2020,9,1,13,28.1,24.9,83,0,96,2.2,26.8
信宜,59456,22.3469,110.925,141.4,2020,9,1,13,27.7,24.7,84,0,299,1,26.6
容县,59452,22.8333,110.5333,131.5,2020,9,1,13,30,24.6,73,0,177,1.6,29.8
乐安,58706,27.4167,115.8333,181.8,2020,9,1,13,27,25.4,91,0,100,0.6,26.7
个旧,56984,23.3894,103.1458,1848.8,2020,9,1,13,18.4,16.4,88,0,215,2.4,17.3
花都,59284,23.4203,113.2367,38.9,2020,9,1,13,27.8,26.9,95,0,38,1.6,28
揭阳,59315,23.5883,116.3994,43.9,2020,9,1,13,28,24.6,82,0,321,3.1,27.3
阳江,59663,21.8453,111.9783,90.3,2020,9,1,13,27.6,25,86,0,345,2.8,26.8
淳安,58543,29.6167,119.0167,171.4,2020,9,1,13,24.9,23.7,93,0,238,2.3,25.6
余庆,57729,27.2328,107.8828,622.1,2020,9,1,13,27.9,19.7,61,0,114,0.4,27.8
建德,58544,29.4833,119.2667,88.9,2020,9,1,13,26.4,23.7,85,0,306,2.6,25.9
东川,56688,26.1019,103.1669,1263.8,2020,9,1,13,27.3,16,50,0,84,1.2,28.2
金秀,59057,24.1333,110.1833,830.9,2020,9,1,13,21.8,21.6,99,0,133,1.1,20.6
