Station_Name,Station_Id_C,Lat,Lon,Alti,Year,Mon,Day,Hour,TEM,DPT,RHU,PRE_1h,WIN_D_INST,WIN_S_INST,GST
三江,57941,25.7833,109.6,197.3,2020,9,1,6,35.4,18.1,36,0,343,3,59.3
宜州,59034,24.4833,108.65,185.1,2020,9,1,6,35.7,21.9,45,0,352,4.4,62.8
炎陵,57886,26.4778,113.7919,268.8,2020,9,1,6,31.7,23.5,62,0,192,3,32.7
江安,57600,28.7119,105.0603,420.9,2020,9,1,6,29.1,20.5,60,0,3,3.6,40.8
兴仁,57902,25.4333,105.1833,1378.5,2020,9,1,6,28.5,16.4,48,0,118,3.2,48.2
万载,57698,28.1,114.4333,122.5,2020,9,1,6,33.8,21.9,50,0,180,2.1,45.2
剑河,57835,26.7333,108.4333,527.2,2020,9,1,6,33.4,19.1,43,0,152,2.1,52.4
玉屏,57739,27.2375,108.9181,394.8,2020,9,1,6,34.5,19.3,41,0,28,4.7,46
常山,58631,28.9,118.5,137,2020,9,1,6,34,21.8,49,0,88,0.4,46.1
桃江,57666,28.5061,112.1711,136.9,2020,9,1,6,32.3,22.1,55,0,348,4,49.5
习水,57614,28.3331,106.2164,1180.2001,2020,9,1,6,30.1,17.2,46,0,197,4.8,55
西林,59004,24.5,105.0833,827.1,2020,9,1,6,31.8,21.9,56,0,87,3.5,51
五华,59303,23.9114,115.7514,135.9,2020,9,1,6,34.5,23.8,54,0,278,1.6,44.9
道真,57623,28.8792,107.6,685.6,2020,9,1,6,33,20.2,47,0,109,3.7,62.7
井研,56390,29.6667,104.0667,404.4,2020,9,1,6,28.9,20.9,62,0,37,5.4,38.1
威远,56395,29.5167,104.6667,351.1,2020,9,1,6,28.8,21.6,65,0,118,2.5,43.3
德安,58508,29.35,115.7333,80.6,2020,9,1,6,33,23.6,58,0,343,3.3,47.4
青神,56383,29.8333,103.8667,455.2,2020,9,1,6,29,21,62,0,74,2.2,35
罗平,56891,24.8819,104.3231,1482.7001,2020,9,1,6,28.5,17.7,52,0,76,6,46.8
恩平,59477,22.2658,112.2306,69.3,2020,9,1,6,35.2,25.9,59,0,236,1.9,45.4
资溪,58713,27.7167,117.0667,225.1,2020,9,1,6,33.1,24,59,0,283,3.9,42.5
兴文,56496,28.3303,105.2589,367,2020,9,1,6,30.8,22.1,60,0,20,2.7,47
鄞州,58562,29.8,121.5,6.2,2020,9,1,6,30.5,25.8,76,0,353,6.1,33.1
惠来,59317,22.9836,116.3014,42,2020,9,1,6,31.2,26.8,78,0,214,4.9,45.5
祁东,57870,26.7944,112.1047,151.6,2020,9,1,6,35.5,17.7,35,0,245,2.1,55.4
阳春,59469,22.1667,111.7833,37.7,2020,9,1,6,34.6,23.6,53,0,18,3.7,42.6
娄底市,57763,27.6908,112.0011,205.8,2020,9,1,6,34.3,21.7,48,0,34,3.8,51.8
永春,58934,25.3328,118.2722,183.8,2020,9,1,6,36.6,21.2,41,0,321,3.1,41.7
廉江,59654,21.6331,110.3033,29.3,2020,9,1,6,35.6,25.4,56,0,324,1.8,46.2
彭泽,58512,29.8933,116.5447,99.1,2020,9,1,6,31,25.4,72,0.1,65,1.8,41.7
晋安,58940,26.0833,119.3333,25.6,2020,9,1,6,35.6,21.8,45,0,93,2,49.7
安龙,57908,25.1167,105.4833,1394.5,2020,9,1,6,27.1,17,54,0,135,1.8,46.9
番禺,59481,22.9619,113.3628,66.6,2020,9,1,6,35.5,23.4,50,0,258,1.3,42.3
沙坪坝（重庆）,57516,29.5833,106.4667,259.1,2020,9,1,6,31.7,20.6,52,0,312,3,47
桐庐,58542,29.8167,119.6833,46.1,2020,9,1,6,33.6,22.4,52,0,76,2.7,39.7
龙岩,58927,25.05,117.0167,376,2020,9,1,6,28,25.2,85,2.4,37,1.9,31.8
三门,58568,29.1167,121.3833,34.5,2020,9,1,6,32.4,23.9,61,0,24,11.3,38.4
黎平,57839,26.2333,109.1333,568.8,2020,9,1,6,32.4,15.4,36,0,30,6.7,57.1
连平,59096,24.3886,114.4958,283.9,2020,9,1,6,33.6,23.3,55,0,4,5.5,45.4
庐山,58506,29.5667,115.9833,1164.5,2020,9,1,6,23.9,20.4,81,0,25,4.3,29.3
临川,58619,27.9,116.2667,73.7,2020,9,1,6,26.7,26.2,97,0,223,2.2,29.9
西畴,56992,23.4403,104.6833,1507.5,2020,9,1,6,26.7,16,52,0,211,1.8,40.5
昭平,59059,24.1833,110.8,105.8,2020,9,1,6,34.5,22.6,50,0,193,1.8,48.9
余干,58612,28.6833,116.6833,21.1,2020,9,1,6,31.7,26,72,0,238,7.3,37.7
永州市,57866,26.2258,111.6167,172.6,2020,9,1,6,34.1,20.1,44,0,345,4.5,48.9
台山,59478,22.2472,112.7858,33.1,2020,9,1,6,35.2,23.8,52,0,31,3.9,45.4
澧县,57565,29.6675,111.7258,38.1,2020,9,1,6,32.1,19.7,48,0,41,2.5,44.1
普格,56575,27.3731,102.5478,1530.7001,2020,9,1,6,27.5,18.2,57,0,150,4.1,41.8
冕宁,56474,28.55,102.1667,1774,2020,9,1,6,24.8,16.2,59,0,309,2,30.3
韶关,59082,24.6667,113.6,121.3,2020,9,1,6,34.9,22.2,48,0,321,3,48.3
马山,59230,23.7167,108.1167,219,2020,9,1,6,36.3,20.1,39,0,304,3.6,62.2
纳溪,57604,28.7872,105.3928,368.8,2020,9,1,6,29.6,19.6,55,0,281,3.7,53
溆浦,57752,27.9167,110.6,204,2020,9,1,6,33.2,21.4,50,0,35,1.5,53.5
冷水滩,57865,26.4956,111.6161,192.8,2020,9,1,6,35.1,20.3,42,0,83,4.6,54.3
安远,58907,25.15,115.4,305,2020,9,1,6,29.8,23.5,69,0,9,3.2,32.2
湘潭,57773,27.8756,112.8275,63.8,2020,9,1,6,33.8,22.2,51,0,7,6.2,53.7
徐闻,59754,20.2428,110.165,11.4,2020,9,1,6,30.4,25.6,76,0.8,275,4.2,36.6
大田,58923,25.7,117.8333,400.1,2020,9,1,6,34.5,20.1,43,0,51,1.5,48.4
德化,58935,25.5167,118.2333,645.6,2020,9,1,6,32.1,19.4,47,0,25,3.3,38.4
惠水,57912,26.1433,106.6581,991.6,2020,9,1,6,31.5,17,42,0,197,3.2,55.7
沙塘,59044,24.4667,109.3833,97.5,2020,9,1,6,35.1,21.4,45,0,23,1.8,63
昆明,56778,25.0078,102.6531,1888.1,2020,9,1,6,24.2,15.4,58,0,198,2.6,38.7
龙里,57913,26.4544,106.9792,1093.1,2020,9,1,6,30.7,15.9,41,0,137,2.4,55.5
荔波,57926,25.4103,107.8803,429.9,2020,9,1,6,34.2,17.4,37,0,63,2.3,54.9
张家界,57558,29.1183,110.4172,218.5,2020,9,1,6,31,20.9,55,0,63,1.1,36.7
贺州,59065,24.4167,111.5,148.7,2020,9,1,6,34.8,22.5,49,0,292,4.1,53
永福,57949,24.9833,110,156.8,2020,9,1,6,34,20,44,0,74,2.8,52.4
乳源,59081,24.7844,113.2867,131.1,2020,9,1,6,34.1,24,56,0,158,1.9,47
南昌,58606,28.5833,115.9,47.2,2020,9,1,6,32.4,24.4,63,0,14,3.5,39.4
景德镇,58527,29.3,117.2,61.5,2020,9,1,6,31.2,25.3,71,0,185,6,39.9
封开,59264,23.3917,111.5047,83.6,2020,9,1,6,35.1,24.3,54,0,302,3.5,42
镇远,57738,27.05,108.4167,516.3,2020,9,1,6,33.2,18.6,42,0,98,3.2,62
绿春,56978,23,102.4167,1642.8,2020,9,1,6,25.8,16.6,57,0,127,4,39
南溪,56493,28.85,104.9667,292.8,2020,9,1,6,29.2,20.9,61,0,321,2.9,35.4
通山,57595,29.6108,114.4578,99.9,2020,9,1,6,32.5,21.1,51,0,242,6.1,52.5
三沙,58850,26.9167,120.2333,92.2,2020,9,1,6,32.9,23.8,59,0,312,1.5,50
琼海,59855,19.2089,110.4819,23.3,2020,9,1,6,32.6,25.9,68,0,108,4,40.8
东方,59838,19.1,108.6167,7.6,2020,9,1,6,27.1,25.1,89,19.8,343,4.8,28.9
南雄古市,57996,25.0806,114.255,149.7,2020,9,1,6,32.7,24.7,63,0,126,3.4,47.2
洪家,58665,28.6167,121.4167,4.6,2020,9,1,6,33.9,22.3,51,0,344,7.1,46.6
磐安,58560,29.05,120.4333,304.5,2020,9,1,6,30.4,21.8,60,0,324,4.9,37.5
青田,58657,28.1333,120.2833,57.8,2020,9,1,6,34.3,22.4,50,0,303,5.5,47.3
长汀,58911,25.85,116.3667,310,2020,9,1,6,33.4,23.7,57,0,326,7.7,37.4
华安,58928,25.0167,117.5333,166.5,2020,9,1,6,36.4,22.6,45,0,143,1.8,61.1
沅陵,57655,28.4667,110.4,151.6,2020,9,1,6,32.5,22,54,0,122,2.2,53.8
斗门,59487,22.2292,113.2969,23.1,2020,9,1,6,29.3,27.6,91,0.1,83,3.7,29.2
晋江,59137,24.8,118.55,135,2020,9,1,6,39.2,21.8,37,0,321,5.7,53.6
茶陵,57882,26.7947,113.5478,136.2,2020,9,1,6,34.5,20.5,44,0,272,5,59.2
江津,57517,29.2833,106.25,261.4,2020,9,1,6,33.5,20.3,46,0,227,1.8,59
永定,59113,24.7333,116.7167,226.9,2020,9,1,6,33.8,23.2,54,0,236,2,41.3
上饶县,58623,28.4667,117.9,121.3,2020,9,1,6,33,22.8,55,0,95,3.5,41.3
仙游,58936,25.3667,118.7,77.7,2020,9,1,6,36.3,22.1,44,0,153,1.7,38.8
乐清,58656,28.0667,120.9667,60.8,2020,9,1,6,35.5,22.5,47,0,340,8.3,50.8
株洲,57780,27.8689,113.1736,74.6,2020,9,1,6,34.6,19.4,41,0,17,4.4,50.6
湄潭,57722,27.7772,107.5081,807.6,2020,9,1,6,31.7,18.3,45,0,99,4.1,56.1
郴州,57972,25.7353,112.9739,368.8,2020,9,1,6,31.3,21.8,57,0,11,3.1,50.4
玉林,59453,22.6667,110.1167,121.6,2020,9,1,6,30.3,24.5,71,0.5,40,3.4,34.7
湘阴,57673,28.7283,112.9253,63,2020,9,1,6,31.2,22.2,59,0,335,7.4,47.3
全州,57960,25.9333,111.0667,195.6,2020,9,1,6,34.7,17.9,37,0,62,6.5,53.2
福清,58942,25.6725,119.3792,75,2020,9,1,6,33.3,22.1,52,0,118,7.8,35.3
宁乡,57678,28.2544,112.555,74.7,2020,9,1,6,32.9,22.1,53,0,322,3.6,48.6
邕宁,59435,22.6833,108.45,106.9,2020,9,1,6,36.5,19.9,38,0,11,3.6,61.5
贵定,57824,26.5883,107.2489,1056.2001,2020,9,1,6,30.2,14.3,38,0,71,2.1,45.6
温州,58659,28.0333,120.65,28.3,2020,9,1,6,34.2,22.3,50,0,326,1.9,39.4
饶平,59313,23.6794,116.9861,44.7,2020,9,1,6,33.5,26,65,0,239,4,49.2
从化,59285,23.5686,113.6156,38.1,2020,9,1,6,32.5,27.2,74,0,105,3.7,45.4
嘉鱼,57583,29.9167,113.9667,61.7,2020,9,1,6,32.2,22,55,0,296,4.7,52.2
宜章,57976,25.4058,112.9406,222.8,2020,9,1,6,33.9,23,53,0,108,2.2,57.5
洞口,57758,27.0253,110.6064,339.5,2020,9,1,6,32.2,19.8,48,0,23,3.7,56.5
文昌,59856,19.6167,110.75,21.7,2020,9,1,6,34.9,24.5,55,0,70,3.3,60
富宁,59205,23.6325,105.6286,685.8,2020,9,1,6,31.6,19.9,50,0,318,1.3,44.5
大方,57708,27.1314,105.5989,1721.5,2020,9,1,6,26.5,15.2,50,0,163,4.2,59.4
华宁,56879,24.19,102.9094,1702.6,2020,9,1,6,26.4,15.8,52,0,71,2,36.2
资中,56393,29.7667,104.85,369.4,2020,9,1,6,26.9,20.3,67,0,34,3.1,39.6
紫云,57910,25.7667,106.0833,1197.6,2020,9,1,6,27.7,17.6,54,0,321,1.1,40.5
晋宁,56871,24.6808,102.5742,1979.2001,2020,9,1,6,24,14.4,55,0,75,3.4,39.4
都匀,57827,26.3228,107.5139,967.7,2020,9,1,6,30.3,15.6,41,0,148,2.4,52.9
新宁,57851,26.4603,110.8344,346.1,2020,9,1,6,34.1,16.9,36,0,30,3.1,56.2
毕节,57707,27.2975,105.2886,1510.6,2020,9,1,6,28.8,14.6,42,0,213,2.9,55.5
鹿寨,59045,24.5,109.7833,131.5,2020,9,1,6,34.3,20.7,45,0,37,5.2,48.6
美姑,56487,28.3333,103.1333,1943.9,2020,9,1,6,26.7,17.8,58,0,323,2.9,39.8
铜梁,57510,29.85,106.0667,326.3,2020,9,1,6,29.8,21.2,60,0,337,2.4,48.5
忻城,59038,24.0167,108.65,147.5,2020,9,1,6,35,20.9,44,0,20,3.2,62.1
平远,59106,24.5625,115.8706,200.8,2020,9,1,6,32.5,25.3,66,0,227,3.5,43.6
上林,59235,23.3833,108.6167,140.3,2020,9,1,6,34.5,21.5,47,0,3,3.9,45.8
惠东,59492,23.0261,114.6683,85,2020,9,1,6,34.4,24.6,57,0,338,5.7,37.3
遂川,57896,26.3333,114.5167,126.1,2020,9,1,6,30.1,25.6,77,0.2,90,3,45.5
郁南,59268,23.2597,111.5431,70.6,2020,9,1,6,35.1,24,53,0,85,1.1,54.4
织金,57805,26.6833,105.7667,1319.3,2020,9,1,6,29.6,16.4,45,0,182,3.2,46.5
元阳,56976,23.2286,102.8214,312.3,2020,9,1,6,33.2,20.7,48,0,338,4.9,48.1
开阳,57719,27.0858,106.9075,1298.9,2020,9,1,6,27.6,15.9,49,0,85,4,39.9
合浦,59640,21.6667,109.1833,5.5,2020,9,1,6,35.9,23.8,50,0,357,3.2,45.4
乐山,56386,29.5647,103.7553,424.2,2020,9,1,6,28.7,20.2,60,0,45,3,35.6
尤溪,58837,26.15,118.15,204.8,2020,9,1,6,35.8,20.9,42,0,290,5.4,49.1
金溪,58712,27.9167,116.7833,130.2,2020,9,1,6,32.3,23.5,60,0,352,4.7,45.3
德昌,56569,27.4167,102.1833,1380,2020,9,1,6,29.5,18,50,0,143,7.2,42.9
南靖,59124,24.5167,117.3833,53.7,2020,9,1,6,36.5,23.4,47,0,186,1.1,53.3
龙胜,57942,25.8,110,268,2020,9,1,6,34.1,20.5,45,0,20,3.2,58.8
陵水,59954,18.55,110.0333,35.2,2020,9,1,6,29.4,24.9,77,0.3,26,6.2,35.4
桂东,57889,26.0797,113.9447,835.9,2020,9,1,6,29.5,18.9,53,0,307,6.1,50.5
酉阳,57633,28.8167,108.7667,826.5,2020,9,1,6,27.8,19.1,59,0,98,3,36.9
龙州,59417,22.3333,106.85,128.8,2020,9,1,6,36.3,22.1,44,0,43,2.1,65.2
越西,56475,28.65,102.5167,1659.5,2020,9,1,6,27.8,17.3,53,0,244,1.2,37.3
嵊州,58556,29.6,120.8167,104.3,2020,9,1,6,30.4,26.8,81,0.1,18,4.9,40.6
恭城,59052,24.8333,110.8167,169.6,2020,9,1,6,35.4,19.3,39,0,360,3.6,49.7
凤山,59021,24.55,107.0333,509.4,2020,9,1,6,33,19.8,46,0,323,3.4,40.5
邵阳市,57766,27.1833,111.45,311,2020,9,1,6,33.4,18.4,41,0,16,5.2,55.1
河池,59023,24.7,108.0333,260.2,2020,9,1,6,34.4,19.2,41,0,164,3.8,54.5
弥勒,56885,24.4,103.45,1415.5,2020,9,1,6,28.1,14.7,44,0,177,2.9,54.8
横峰,58625,28.4167,117.6,79,2020,9,1,6,34.7,23.4,52,0,295,3,45.6
罗源,58845,26.5,119.55,78.5,2020,9,1,6,36.1,21.9,44,0,17,5.1,54.6
施秉,57737,27.0308,108.1217,547.3,2020,9,1,6,33,18.8,43,0,33,2.5,48.9
漳浦,59129,24.1333,117.5833,61.1,2020,9,1,6,36.7,23.5,47,0,267,1.7,60.1
新晃,57744,27.3681,109.1636,355.5,2020,9,1,6,35.1,19.1,39,0,104,3.6,48.9
闽侯,58844,26.15,119.15,57.8,2020,9,1,6,36.4,24,49,0,323,4,50.6
丹寨,57829,26.2,107.8,963.2,2020,9,1,6,29.6,17.1,47,0,79,1.4,49.2
儋州,59845,19.5167,109.5833,169,2020,9,1,6,33.5,24.1,58,0,83,2.3,52.7
宜宾,56492,28.7689,104.6053,502.8,2020,9,1,6,28.2,22,69,0,357,2.4,39.6
榕江,57932,25.9333,108.5167,285.7,2020,9,1,6,34.8,20.7,44,0,109,3,49.9
开化,58537,29.1333,118.4,153.6,2020,9,1,6,34.1,20.5,45,0,53,2.8,46.8
澄海,59319,23.4308,116.8361,4.1,2020,9,1,6,33.1,26.6,69,0,162,5.9,56.8
漳州,59126,24.5,117.65,28.9,2020,9,1,6,36.7,23.2,46,0,225,3.4,61.6
巴马,59027,24.1333,107.25,254.9,2020,9,1,6,34.8,20,42,0,57,5.9,54.5
连州,59072,24.8108,112.3708,131.7,2020,9,1,6,35.2,22.8,49,0,17,4.1,61.5
崇武,59133,24.9,118.9167,21.8,2020,9,1,6,31.8,26.1,72,0,224,3.6,57.1
大余,57994,25.4,114.35,215.6,2020,9,1,6,33.7,22.5,52,0,17,7.1,45.2
禄劝,56775,25.55,102.45,1750.9,2020,9,1,6,25.3,14.1,50,0,200,3,36.7
雁山,57958,25.0833,110.3167,151.3,2020,9,1,6,34.4,18.9,40,0,20,2.2,60.4
宁海,58567,29.3167,121.4333,39.3,2020,9,1,6,31.3,24.7,68,0,343,7.8,38.8
六枝,57807,26.2167,105.4631,1407.3,2020,9,1,6,28.6,16.8,49,0,144,2.8,56.6
高要,59278,22.9906,112.4786,60,2020,9,1,6,35.3,24.5,54,0,89,1.7,45.2
嵩明,56785,25.3558,103.0775,1915.7001,2020,9,1,6,24.4,12.4,47,0,191,2.5,35.2
莆田,58946,25.45,119,81.1,2020,9,1,6,35.3,21.9,46,0,113,4.2,39
南宁,59431,22.7833,108.55,152,2020,9,1,6,35.8,21.6,44,0,17,4.9,57.9
顺德,59480,22.8486,113.2442,21.4,2020,9,1,6,36.4,23.2,47,0,319,3.5,43.4
东阳,58558,29.2667,120.2167,89.9,2020,9,1,6,34,22.8,52,0,301,3.4,43.3
石阡,57734,27.5667,108.2333,467.5,2020,9,1,6,33.8,17.9,39,0,269,1.7,57.4
金阳,56584,27.7,103.25,1093,2020,9,1,6,30.1,19.5,53,0,136,1.9,39.4
和平,59099,24.4631,114.9419,207.9,2020,9,1,6,33.7,23.3,55,0,2,6.3,38.6
衡南,57875,26.755,112.6914,137,2020,9,1,6,35.5,20.2,41,0,359,3.1,47.4
城步,57857,26.3667,110.3167,477.7,2020,9,1,6,33.1,16,36,0,345,4.4,51.1
江华,59063,25.1819,111.5703,265.7,2020,9,1,6,33.6,20,45,0,356,4.8,51.3
龙泉,58647,28.0833,119.1333,222.1,2020,9,1,6,35.7,19.2,38,0,343,3.6,49
昭通,56586,27.3517,103.7189,1949.5,2020,9,1,6,25.5,15.2,53,0,279,2.1,39.8
邵阳县,57860,27,111.2833,283.3,2020,9,1,6,33.7,17.4,38,0,53,2.1,59.5
沙县,58826,26.4,117.8,120.6,2020,9,1,6,36.6,20.8,40,0,48,1.2,52.4
犍为,56389,29.2,103.95,387.6,2020,9,1,6,30.2,20.5,56,0,121,1.4,44.8
五指山,59941,18.7667,109.5167,328.5,2020,9,1,6,27.4,24.8,86,10.2,236,3.7,27.9
保靖,57642,28.6808,109.6481,438.1,2020,9,1,6,31.5,21.4,55,0,280,1.6,57.8
石棉,56378,29.2333,102.35,890.7,2020,9,1,6,29.2,19.5,56,0,245,3.3,37
防城,59631,21.7833,108.35,32.4,2020,9,1,6,35.6,22.5,47,0,62,5.7,49.9
嘉禾,57974,25.5814,112.3653,214.5,2020,9,1,6,33.8,20.6,46,0,307,3,53.6
苍南,58755,27.495,120.3875,118.7,2020,9,1,6,34.8,22.8,50,0,345,3.3,40
会东,56675,26.65,102.5833,1694.5,2020,9,1,6,25.8,14,48,0,90,1.7,37.4
韶山,57771,27.9275,112.53,88.3,2020,9,1,6,34,21.8,49,0,326,7.8,55.4
闽清,58839,26.22,118.8628,149,2020,9,1,6,35.6,21.5,44,0,191,2.5,51
浮梁,58524,29.3667,117.2167,87.3,2020,9,1,6,31.8,25.2,68,0,304,7.2,34.1
怀集,59270,23.9397,112.1903,107.2,2020,9,1,6,36.5,23,46,0,315,3.1,60.5
歙县,58530,29.8667,118.4333,168.7,2020,9,1,6,34.3,22.7,51,0,326,2.4,51.9
富民,56772,25.2333,102.5,1692.7001,2020,9,1,6,24.6,15.2,56,0,3,0.3,38.3
永泰,58932,25.8667,118.9333,85.6,2020,9,1,6,36.5,23.4,47,0,276,3.1,49.6
田东,59224,23.6,107.1167,111.2,2020,9,1,6,36.3,20.5,40,0,261,4,56.9
凭祥,59419,22.0667,106.7333,348.7,2020,9,1,6,33.7,21.2,48,0,336,1.6,41.7
屯昌,59854,19.3667,110.1,118.3,2020,9,1,6,34.7,23.7,53,0,19,0.8,47.4
阳山,59075,24.4731,112.6319,70.5,2020,9,1,6,36.6,23.4,47,0,359,2.3,55.5
宁南,56578,27.0667,102.75,993.6,2020,9,1,6,30.4,20,54,0,236,1.9,34.4
锦屏,57844,26.5139,109.2556,476.2,2020,9,1,6,32.9,18.3,42,0,26,5.6,57.1
邵武,58725,27.3333,117.4667,218,2020,9,1,6,35.3,21.2,44,0,292,4.4,52.8
赤壁,57582,29.72,113.8667,46.9,2020,9,1,6,32.8,21.3,51,0,326,2.9,49.1
罗甸,57916,25.4286,106.7636,450.3,2020,9,1,6,34.8,20,42,0,53,1.4,62.1
正安,57625,28.5364,107.4583,816.4,2020,9,1,6,32.8,18.6,43,0,175,3.2,53.1
白沙,59848,19.2333,109.4333,215.6,2020,9,1,6,33.7,24,57,0,104,2.2,48.1
长泰,59122,24.6167,117.75,43,2020,9,1,6,36.3,22.1,44,0,48,2.4,50.2
黟县,58523,29.9333,117.9333,227.5,2020,9,1,6,28.1,24.9,83,0.2,273,3,33
资源,57859,26.0333,110.6333,408.4,2020,9,1,6,33.1,16.9,38,0,11,3.7,46
泸西,56886,24.5333,103.7667,1704.3,2020,9,1,6,24.9,15,54,0,115,3.7,31
象州,59241,23.9833,109.7,124.3,2020,9,1,6,34.7,20.7,44,0,20,6.6,52.9
天等,59227,23.1167,107.1333,454.2,2020,9,1,6,34.1,15.5,33,0,11,5,58.4
永安,58921,25.9458,117.3678,257.8,2020,9,1,6,35.2,22.2,47,0,338,4.3,52.1
马边,56480,28.8167,103.5333,564.1,2020,9,1,6,30.1,16.5,44,0,42,6.4,35.5
黔西,57803,27.0164,106.0178,1322,2020,9,1,6,30.8,16,41,0,339,3.1,57.8
西昌,56571,27.9,102.2667,1590.9,2020,9,1,6,28.3,15.6,46,0,37,2.3,39.4
电白,59664,21.5458,110.9886,31.8,2020,9,1,6,34.1,24.6,58,0,282,1.3,38.1
龙游南,58547,29.0403,119.1947,66.2,2020,9,1,6,34.6,22,48,0,168,1.4,52
温岭,58664,28.3667,121.3667,35.3,2020,9,1,6,32.6,23,57,0,337,6.4,40.7
田阳,59213,23.75,106.95,133,2020,9,1,6,36.5,21.1,41,0,248,3,54.1
黔江,57536,29.5167,108.7667,786.9,2020,9,1,6,29.5,18.6,52,0,213,3.1,37.7
辰溪,57658,28,110.2,152.8,2020,9,1,6,33,21.5,51,0,305,1.1,51
武宁,58507,29.25,115.1167,116,2020,9,1,6,33.8,20.6,46,0,79,3.5,45.8
博白,59449,22.3,109.9833,85.9,2020,9,1,6,35.2,22.9,49,0,332,5.1,50.4
高安,58605,28.4167,115.3833,46.8,2020,9,1,6,31.3,22.3,59,0,315,5.6,43.1
铅山,58629,28.2833,117.7,100.3,2020,9,1,6,34.2,22.3,50,0,301,7.2,57.3
海丰,59500,23.0181,115.3125,45.6,2020,9,1,6,34.9,23.8,53,0,346,3.1,50.1
寻乌,59102,24.95,115.65,303.9,2020,9,1,6,33.5,23.5,56,0,70,1.6,45.3
博罗,59297,23.1786,114.2564,50.2,2020,9,1,6,35.4,25.8,58,0,291,2.5,39.6
隆回,57767,27.1264,111.0064,308.4,2020,9,1,6,34,20.4,45,0,332,3.2,50.8
武宣,59246,23.6,109.6667,70,2020,9,1,6,35.1,22.4,48,0,326,5.2,55.4
湖口,58510,29.6833,116.2167,35.2,2020,9,1,6,32,23.3,60,0,22,6.1,42.1
龙川,59107,24.1142,115.2758,179.6,2020,9,1,6,33.9,25,60,0,2,7,44
连城,58912,25.7167,116.7333,404,2020,9,1,6,33.6,21.4,49,0,346,3,48.8
文成,58750,27.7833,120.0833,105.4,2020,9,1,6,34.5,20.8,45,0,316,4.5,50.3
长寿,57520,29.8333,107.0667,377.6,2020,9,1,6,32.2,20.5,50,0,42,3.8,51.8
昭觉,56479,28,102.85,2132.4001,2020,9,1,6,26.4,14.2,47,0,180,3.9,35.7
平和,59125,24.3833,117.3,108.5,2020,9,1,6,35.5,24.4,53,0,225,5.4,56.3
安义,58602,28.85,115.55,40.7,2020,9,1,6,34.2,23.9,55,0,346,2.8,53.7
龙山,57544,29.4581,109.4433,488.7,2020,9,1,6,32.5,20.7,50,0,286,3.1,45.6
广宁,59271,23.6372,112.4242,92.7,2020,9,1,6,31.8,24.9,67,0.1,159,4.3,33.9
汕头,59316,23.3853,116.6792,2.3,2020,9,1,6,33.6,25.5,63,0,295,3.4,44.8
桂林,57957,25.3167,110.3,164.4,2020,9,1,6,34,19.3,42,0,43,3.2,55.7
宜丰,57696,28.3833,114.7667,91.7,2020,9,1,6,33.8,22.9,53,0,205,1.4,44.9
上饶,58637,28.45,117.9833,118.2,2020,9,1,6,33.8,22.2,51,0,289,3.7,42.1
丽水,58646,28.4667,119.9333,59.7,2020,9,1,6,34,22.1,50,0,186,2.2,37.5
宁德,58846,26.6667,119.5167,32.4,2020,9,1,6,36.6,20.4,39,0,102,3.4,40.9
衡阳县,57871,26.9742,112.3669,90.8,2020,9,1,6,36,17.2,33,0,360,5,53.2
砚山,56991,23.6036,104.3378,1561.1,2020,9,1,6,27.1,17,54,0,137,3.8,37.7
江山,58632,28.7167,118.6,126.3,2020,9,1,6,34.2,22.3,50,0,178,1.6,48.2
靖州,57841,26.5617,109.6733,320.3,2020,9,1,6,33.7,18.2,40,0,59,5,49.5
涠洲岛,59647,21.0333,109.1,55.2,2020,9,1,6,32.5,26.1,69,0,298,1.9,61
宾阳,59238,23.25,108.8333,127.7,2020,9,1,6,34.4,22.8,51,0,14,2.5,55.7
临湘,57585,29.4811,113.4478,60.4,2020,9,1,6,32.5,21.7,53,0,321,5.7,52.8
河源,59293,23.7936,114.7297,71.1,2020,9,1,6,29.9,21.2,60,0,294,3.4,42.7
新会,59476,22.5319,113.0347,36.3,2020,9,1,6,34.8,23.7,53,0,343,3.8,52.2
兴宁,59109,24.1678,115.7156,123.6,2020,9,1,6,29,22,66,0,351,5.1,31.9
兴国,58804,26.2833,115.35,184,2020,9,1,6,32.8,24.3,61,0,334,2.5,37.1
河口,56989,22.5,103.95,137.8,2020,9,1,6,33.5,23.8,57,0,315,2.5,47.2
浏阳,57688,28.1561,113.6306,101.1,2020,9,1,6,34.8,21.8,47,0,335,4.6,54.6
梅县,59117,24.2811,116.0692,116,2020,9,1,6,25.9,24.8,94,9.6,262,6.2,28.9
弋阳,58624,28.3833,117.45,70,2020,9,1,6,34.2,23.6,54,0,273,3.2,54.3
雷波,56485,28.2667,103.5833,1255.8,2020,9,1,6,26.1,16.9,57,0,233,3.5,41.9
赣州,57993,25.8667,115.0167,137.5,2020,9,1,6,31.6,22.6,59,0,57,6.5,36.8
峨眉山,56385,29.5214,103.3356,3069.9001,2020,9,1,6,16.3,12.7,79,0,236,6.3,32.9
龙海,59127,24.4333,117.8333,32.1,2020,9,1,6,36.9,22.6,44,0,236,2.7,54
融水,57948,25.1167,109.25,238.3,2020,9,1,6,34.5,21.2,46,0,45,5.6,46.8
永顺,57643,29.0078,109.8383,268.2,2020,9,1,6,32.1,19.7,48,0,321,1.8,53.4
